,name,img,type,moves
241,blissey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png,['normal'],"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch']"
242,raikou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png,['electric'],"['cut', 'headbutt', 'body-slam', 'double-edge', 'leer']"
243,entei,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png,['fire'],"['cut', 'stomp', 'headbutt', 'body-slam', 'double-edge']"
244,suicune,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png,['water'],"['cut', 'gust', 'headbutt', 'body-slam', 'double-edge']"
245,larvitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png,"['rock', 'ground']","['stomp', 'headbutt', 'tackle', 'body-slam', 'take-down']"
246,pupitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png,"['rock', 'ground']","['headbutt', 'tackle', 'body-slam', 'take-down', 'thrash']"
247,tyranitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png,"['rock', 'dark']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut']"
248,lugia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png,"['psychic', 'flying']","['gust', 'whirlwind', 'fly', 'headbutt', 'body-slam']"
249,ho-oh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png,"['fire', 'flying']","['gust', 'whirlwind', 'fly', 'double-edge', 'roar']"
250,celebi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png,"['psychic', 'grass']","['swords-dance', 'cut', 'double-edge', 'hyper-beam', 'leech-seed']"
251,treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png,['grass'],"['pound', 'mega-punch', 'thunder-punch', 'razor-wind', 'swords-dance']"
252,grovyle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png,['grass'],"['pound', 'mega-punch', 'thunder-punch', 'swords-dance', 'cut']"
253,sceptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png,['grass'],"['pound', 'mega-punch', 'thunder-punch', 'swords-dance', 'cut']"
254,torchic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png,['fire'],"['mega-punch', 'scratch', 'swords-dance', 'cut', 'mega-kick']"
255,combusken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png,"['fire', 'fighting']","['mega-punch', 'fire-punch', 'thunder-punch', 'scratch', 'swords-dance']"
256,blaziken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png,"['fire', 'fighting']","['mega-punch', 'fire-punch', 'thunder-punch', 'scratch', 'swords-dance']"
257,mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png,['water'],"['stomp', 'headbutt', 'tackle', 'body-slam', 'take-down']"
258,marshtomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,"['water', 'ground']","['mega-punch', 'ice-punch', 'mega-kick', 'headbutt', 'tackle']"
259,swampert,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,"['water', 'ground']","['mega-punch', 'ice-punch', 'mega-kick', 'headbutt', 'tackle']"
260,poochyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,['dark'],"['sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down']"
261,mightyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,['dark'],"['sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down']"
262,zigzagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,['normal'],"['cut', 'sand-attack', 'headbutt', 'tackle', 'body-slam']"
263,linoone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,['normal'],"['cut', 'sand-attack', 'headbutt', 'tackle', 'body-slam']"
264,wurmple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,['bug'],"['tackle', 'poison-sting', 'string-shot', 'snore', 'bug-bite']"
265,silcoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,['bug'],"['string-shot', 'harden', 'iron-defense', 'bug-bite', 'electroweb']"
266,beautifly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,"['bug', 'flying']","['gust', 'whirlwind', 'double-edge', 'hyper-beam', 'absorb']"
267,cascoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,['bug'],"['string-shot', 'harden', 'iron-defense', 'bug-bite', 'electroweb']"
268,dustox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,"['bug', 'poison']","['gust', 'whirlwind', 'double-edge', 'psybeam', 'hyper-beam']"
269,lotad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,"['water', 'grass']","['swords-dance', 'headbutt', 'body-slam', 'double-edge', 'growl']"
270,lombre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,"['water', 'grass']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance']"
271,ludicolo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,"['water', 'grass']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance']"
272,seedot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,['grass'],"['razor-wind', 'swords-dance', 'headbutt', 'tackle', 'body-slam']"
273,nuzleaf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,"['grass', 'dark']","['pound', 'razor-wind', 'swords-dance', 'cut', 'mega-kick']"
274,shiftry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,"['grass', 'dark']","['pound', 'swords-dance', 'cut', 'whirlwind', 'mega-kick']"
275,taillow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,"['normal', 'flying']","['wing-attack', 'whirlwind', 'fly', 'double-edge', 'growl']"
276,swellow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,"['normal', 'flying']","['wing-attack', 'fly', 'double-edge', 'growl', 'hyper-beam']"
277,wingull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,"['water', 'flying']","['gust', 'wing-attack', 'fly', 'take-down', 'double-edge']"
278,pelipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,"['water', 'flying']","['wing-attack', 'fly', 'body-slam', 'take-down', 'double-edge']"
279,ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,"['psychic', 'fairy']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
280,kirlia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,"['psychic', 'fairy']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
281,gardevoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,"['psychic', 'fairy']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
282,surskit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,"['bug', 'water']","['take-down', 'double-edge', 'mist', 'water-gun', 'hydro-pump']"
283,masquerain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,"['bug', 'flying']","['gust', 'whirlwind', 'take-down', 'double-edge', 'water-gun']"
284,shroomish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,['grass'],"['swords-dance', 'headbutt', 'tackle', 'body-slam', 'take-down']"
285,breloom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,"['grass', 'fighting']","['mega-punch', 'thunder-punch', 'swords-dance', 'cut', 'mega-kick']"
286,slakoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,['normal'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch']"
287,vigoroth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,['normal'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch']"
288,slaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,['normal'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch']"
289,nincada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,"['bug', 'ground']","['scratch', 'cut', 'gust', 'sand-attack', 'double-edge']"
290,ninjask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,"['bug', 'flying']","['scratch', 'swords-dance', 'cut', 'sand-attack', 'double-edge']"
291,shedinja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,"['bug', 'ghost']","['scratch', 'cut', 'sand-attack', 'double-edge', 'hyper-beam']"
292,whismur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,['normal'],"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch']"
293,loudred,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,['normal'],"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch']"
294,exploud,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,['normal'],"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch']"
295,makuhita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,['fighting'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'whirlwind']"
296,hariyama,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,['fighting'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'whirlwind']"
297,azurill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,"['normal', 'fairy']","['slam', 'headbutt', 'body-slam', 'take-down', 'double-edge']"
298,nosepass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,['rock'],"['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'tackle']"
299,skitty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,['normal'],"['double-slap', 'headbutt', 'tackle', 'body-slam', 'double-edge']"
300,delcatty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png,['normal'],"['double-slap', 'headbutt', 'body-slam', 'double-edge', 'growl']"
301,sableye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png,"['dark', 'ghost']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch']"
302,mawile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png,"['steel', 'fairy']","['mega-punch', 'ice-punch', 'thunder-punch', 'vice-grip', 'swords-dance']"
303,aron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png,"['steel', 'rock']","['cut', 'stomp', 'headbutt', 'tackle', 'body-slam']"
304,lairon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png,"['steel', 'rock']","['cut', 'headbutt', 'tackle', 'body-slam', 'take-down']"
305,aggron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png,"['steel', 'rock']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut']"
306,meditite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png,"['fighting', 'psychic']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
307,medicham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png,"['fighting', 'psychic']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
308,electrike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png,['electric'],"['headbutt', 'tackle', 'body-slam', 'double-edge', 'leer']"
309,manectric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png,['electric'],"['headbutt', 'tackle', 'body-slam', 'double-edge', 'leer']"
310,plusle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,['electric'],"['mega-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam']"
311,minun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,['electric'],"['mega-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam']"
312,volbeat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,['bug'],"['mega-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'tackle']"
313,illumise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,['bug'],"['mega-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'tackle']"
314,roselia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,"['grass', 'poison']","['swords-dance', 'cut', 'body-slam', 'double-edge', 'poison-sting']"
315,gulpin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,['poison'],"['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance']"
316,swalot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,['poison'],"['pound', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance']"
317,carvanha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,"['water', 'dark']","['take-down', 'thrash', 'double-edge', 'leer', 'bite']"
318,sharpedo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,"['water', 'dark']","['take-down', 'double-edge', 'leer', 'bite', 'roar']"
319,wailmer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,['water'],"['headbutt', 'body-slam', 'thrash', 'double-edge', 'growl']"
320,wailord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,['water'],"['headbutt', 'body-slam', 'double-edge', 'growl', 'roar']"
321,numel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,"['fire', 'ground']","['stomp', 'headbutt', 'tackle', 'body-slam', 'take-down']"
322,camerupt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,"['fire', 'ground']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge']"
323,torkoal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png,['fire'],"['headbutt', 'body-slam', 'take-down', 'double-edge', 'ember']"
324,spoink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png,['psychic'],"['whirlwind', 'headbutt', 'body-slam', 'take-down', 'double-edge']"
325,grumpig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png,['psychic'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
326,spinda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png,['normal'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
327,trapinch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png,['ground'],"['gust', 'sand-attack', 'headbutt', 'body-slam', 'double-edge']"
328,vibrava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png,"['ground', 'dragon']","['fly', 'sand-attack', 'headbutt', 'body-slam', 'double-edge']"
329,flygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/330.png,"['ground', 'dragon']","['mega-punch', 'fire-punch', 'thunder-punch', 'fly', 'mega-kick']"
330,cacnea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/331.png,['grass'],"['mega-punch', 'thunder-punch', 'swords-dance', 'cut', 'sand-attack']"
331,cacturne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/332.png,"['grass', 'dark']","['mega-punch', 'thunder-punch', 'swords-dance', 'cut', 'mega-kick']"
332,swablu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/333.png,"['normal', 'flying']","['fly', 'fury-attack', 'body-slam', 'take-down', 'double-edge']"
333,altaria,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/334.png,"['dragon', 'flying']","['fly', 'fury-attack', 'body-slam', 'take-down', 'double-edge']"
334,zangoose,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/335.png,['normal'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch']"
335,seviper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/336.png,['poison'],"['swords-dance', 'bind', 'headbutt', 'body-slam', 'wrap']"
336,lunatone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/337.png,"['rock', 'psychic']","['tackle', 'body-slam', 'double-edge', 'ice-beam', 'blizzard']"
337,solrock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/338.png,"['rock', 'psychic']","['swords-dance', 'tackle', 'body-slam', 'double-edge', 'flamethrower']"
338,barboach,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png,"['water', 'ground']","['headbutt', 'take-down', 'thrash', 'double-edge', 'water-gun']"
339,whiscash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png,"['water', 'ground']","['headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge']"
340,corphish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/341.png,['water'],"['vice-grip', 'guillotine', 'swords-dance', 'cut', 'body-slam']"
341,crawdaunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png,"['water', 'dark']","['vice-grip', 'guillotine', 'swords-dance', 'cut', 'body-slam']"
342,baltoy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/343.png,"['ground', 'psychic']","['headbutt', 'double-edge', 'ice-beam', 'psybeam', 'solar-beam']"
343,claydol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/344.png,"['ground', 'psychic']","['headbutt', 'double-edge', 'ice-beam', 'psybeam', 'hyper-beam']"
344,lileep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/345.png,"['rock', 'grass']","['swords-dance', 'bind', 'body-slam', 'wrap', 'double-edge']"
345,cradily,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/346.png,"['rock', 'grass']","['swords-dance', 'bind', 'headbutt', 'body-slam', 'wrap']"
346,anorith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/347.png,"['rock', 'bug']","['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt']"
347,armaldo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/348.png,"['rock', 'bug']","['scratch', 'swords-dance', 'cut', 'headbutt', 'body-slam']"
348,feebas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/349.png,['water'],"['tackle', 'double-edge', 'mist', 'surf', 'ice-beam']"
349,milotic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/350.png,['water'],"['bind', 'tackle', 'body-slam', 'wrap', 'double-edge']"
350,castform,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/351.png,['normal'],"['headbutt', 'tackle', 'body-slam', 'double-edge', 'disable']"
351,kecleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/352.png,['normal'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch']"
352,shuppet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/353.png,['ghost'],"['headbutt', 'body-slam', 'double-edge', 'disable', 'psybeam']"
353,banette,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/354.png,['ghost'],"['swords-dance', 'headbutt', 'body-slam', 'double-edge', 'psybeam']"
354,duskull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png,['ghost'],"['headbutt', 'body-slam', 'double-edge', 'leer', 'disable']"
355,dusclops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png,['ghost'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'bind']"
356,tropius,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png,"['grass', 'flying']","['razor-wind', 'swords-dance', 'cut', 'gust', 'whirlwind']"
357,chimecho,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png,['psychic'],"['bind', 'wrap', 'take-down', 'double-edge', 'growl']"
358,absol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png,['dark'],"['scratch', 'razor-wind', 'swords-dance', 'cut', 'headbutt']"
359,wynaut,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png,['psychic'],"['counter', 'amnesia', 'splash', 'destiny-bond', 'charm']"
360,snorunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png,['ice'],"['headbutt', 'body-slam', 'take-down', 'double-edge', 'leer']"
361,glalie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png,['ice'],"['headbutt', 'body-slam', 'take-down', 'double-edge', 'leer']"
362,spheal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png,"['ice', 'water']","['headbutt', 'body-slam', 'double-edge', 'growl', 'water-gun']"
363,sealeo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png,"['ice', 'water']","['headbutt', 'body-slam', 'double-edge', 'growl', 'roar']"
364,walrein,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png,"['ice', 'water']","['swords-dance', 'headbutt', 'body-slam', 'double-edge', 'growl']"
365,clamperl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png,['water'],"['body-slam', 'double-edge', 'supersonic', 'water-gun', 'surf']"
366,huntail,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png,['water'],"['bind', 'body-slam', 'double-edge', 'bite', 'hydro-pump']"
367,gorebyss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png,['water'],"['bind', 'body-slam', 'double-edge', 'hydro-pump', 'surf']"
368,relicanth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png,"['water', 'rock']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge']"
369,luvdisc,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/370.png,['water'],"['tackle', 'take-down', 'double-edge', 'supersonic', 'water-gun']"
370,bagon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/371.png,['dragon'],"['cut', 'headbutt', 'body-slam', 'take-down', 'thrash']"
371,shelgon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/372.png,['dragon'],"['cut', 'headbutt', 'body-slam', 'take-down', 'double-edge']"
372,salamence,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/373.png,"['dragon', 'flying']","['cut', 'fly', 'headbutt', 'body-slam', 'take-down']"
373,beldum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/374.png,"['steel', 'psychic']","['headbutt', 'tackle', 'take-down', 'iron-defense', 'zen-headbutt']"
374,metang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/375.png,"['steel', 'psychic']","['ice-punch', 'thunder-punch', 'cut', 'headbutt', 'tackle']"
375,metagross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png,"['steel', 'psychic']","['ice-punch', 'thunder-punch', 'cut', 'headbutt', 'tackle']"
376,regirock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png,['rock'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'stomp']"
377,regice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png,['ice'],"['mega-punch', 'ice-punch', 'thunder-punch', 'stomp', 'mega-kick']"
378,registeel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png,['steel'],"['mega-punch', 'ice-punch', 'thunder-punch', 'stomp', 'mega-kick']"
379,latias,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png,"['dragon', 'psychic']","['cut', 'fly', 'body-slam', 'double-edge', 'roar']"
380,latios,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png,"['dragon', 'psychic']","['cut', 'fly', 'body-slam', 'double-edge', 'roar']"
381,kyogre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png,['water'],"['headbutt', 'body-slam', 'take-down', 'double-edge', 'roar']"
